URL, Manufacturer, ASIN, Product Dimensions, Country of Origin
https://www.amazon.in/Arctic-Fox-Kobra-Laptop-Backpack/dp/B09GPHHZPW/ref=sr_1_108?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-108,B09GPHHZPW,Arctic Fox,50 x 35.5 x 15 cm; 978 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/POLESTAR-Adventure-NavyTurquoise-Rucksack-Trekking/dp/B07WZGZ2GX/ref=sr_1_110?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-110,B07WZGZ2GX,JAE,62 x 36 x 24 cm; 740 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/FUSE-27L-BACKPACK-DEEP-WATER/dp/B0B3XYWY79/ref=sr_1_111?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-111,B0B3XYWY79,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",29 x 16 x 48 cm; 370 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/F-Gear-Hunter-Black-Rucksack-Black/dp/B07DCDTL21/ref=sr_1_113?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-113,B07DCDTL21,Uber Fashion Merchandise Pvt. Ltd.,32 x 29 x 85 cm; 1.65 Kilograms,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/TRAVEL-POINT-Waterproof-Compartment-CURVE-NK-BLACK/dp/B0B4W66JSN/ref=sr_1_117?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-117,B0B4W66JSN,TRAVEL POINT BAGS,33 x 25 x 75 cm; 400 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/Backpack-Fashion-Computer-Business-Black-BlueZip/dp/B08R7J19R8/ref=sr_1_118?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-118,B08R7J19R8,wooum,35 x 2 x 45 cm; 360 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/Wildcraft-Wolf_Blu-Casual-Backpack-11629-Wolf_Blu/dp/B079DFHYHP/ref=sr_1_120?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-120,B079DFHYHP,Wildcraft,34.29 x 26.67 x 48.26 cm; 400 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_luggage_sr_pg3_1?ie=UTF8&adId=A0075745JMMMO82UXDM7&url=%2FGeneric-TK48-EMILIA-BACKPACK-Deco%2Fdp%2FB0BB3GKQD2%2Fref%3Dsr_1_122_sspa%3Fpf_rd_i%3D13714205031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D6397156b-71ab-46c6-bf4d-6f38da49aa4c%26pf_rd_r%3D25QGB0A506WAQBJMGXQT%26pf_rd_s%3Dmerchandised-search-8%26qid%3D1664038764%26s%3Dluggage%26sr%3D1-122-spons%26psc%3D1&qualifier=1664038764&id=2647785261474334&widgetName=sp_btf_browse,B0BB3GKQD2,CHEMGEMS (INDIA) PRIVATE LIMITED,NULL,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_luggage_sr_pg3_1?ie=UTF8&adId=A0343693AYKRBGWAONLK&url=%2FSeute-Fabric-Nylon-Ladypack-Black%2Fdp%2FB07KQ6SBD2%2Fref%3Dsr_1_123_sspa%3Fpf_rd_i%3D13714205031%26pf_rd_m%3DA1VBAL9TL5WCBF%26pf_rd_p%3D6397156b-71ab-46c6-bf4d-6f38da49aa4c%26pf_rd_r%3D25QGB0A506WAQBJMGXQT%26pf_rd_s%3Dmerchandised-search-8%26qid%3D1664038764%26s%3Dluggage%26sr%3D1-123-spons%26psc%3D1&qualifier=1664038764&id=2647785261474334&widgetName=sp_btf_browse,B07KQ6SBD2,Seute,NULL,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
https://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_125?pf_rd_i=13714205031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6397156b-71ab-46c6-bf4d-6f38da49aa4c&pf_rd_r=25QGB0A506WAQBJMGXQT&pf_rd_s=merchandised-search-8&qid=1664038764&s=luggage&sr=1-125,B012D51GXO,Wildcraft,35 x 19 x 47 cm; 595 Grams,"['India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Hong Kong', 'China', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'Vietnam', 'NULL', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'Bangladesh', 'China', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'China', 'India', 'India', 'NULL', 'China', 'India', 'India', 'China', 'India', 'NULL', 'India', 'India', 'India', 'India', 'India', 'Bangladesh', 'India', 'India', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'China', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'India', 'NULL', 'India', 'India', 'India', 'India', 'Bangladesh', 'Bangladesh', 'India', 'India', 'China', 'India']"
